Не	не=PRCL	не=PRCL
столь	столь=ADVB
высказал	высказал=VERB,perf,tran,masc,sing,past,indc
свою	свой=ADJF,Apro,femn,sing,accs
позицию	позиция=NOUN,inan,femn,sing,accs
Аскар	аскар=NOUN,anim,masc,Name,sing,nomn
Акаев	акаев=NOUN,anim,masc,Sgtm,Surn,sing,nomn
.	.=PNCT

Полански	полански=UNKN
обвиняет	обвиняю=VERB,impf,tran,sing,3per,pres,indc

—	—=UNKN
сказал	сказал=VERB,perf,tran,masc,sing,past,indc
Медведев	медведев=NOUN,anim,masc,Sgtm,Surn,sing,nomn
.	.=PNCT

Мичелетти	мичелетти=UNKN
обманул	обманул=VERB,perf,tran,masc,sing,past,indc
Селайю	селайю=UNKN
.	.=PNCT

Издатели	издатель=NOUN,anim,masc,plur,nomn
книг	книга=NOUN,inan,femn,plur,gent
заинтересовались	заинтересовался=VERB,perf,intr,plur,past,indc
iPhone	iPhone=UNKN

—	—=UNKN
заявляют	заявляю=VERB,impf,tran,plur,3per,pres,indc
авторы	автор=NOUN,anim,masc,plur,nomn
законопроекта	законопроект=NOUN,inan,masc,sing,gent
.	.=PNCT

—	—=UNKN
заявил	заявил=VERB,perf,tran,masc,sing,past,indc
Колокольцев	колокольцев=UNKN
.	.=PNCT

История	история=NOUN,inan,femn,sing,nomn

—	—=UNKN
писал	пишу=VERB,impf,tran,masc,sing,past,indc
психолог	психолог=NOUN,anim,masc,sing,nomn
Рональд	рональд=NOUN,anim,masc,Name,sing,nomn
Зигель	зигель=UNKN
.	.=PNCT

—	—=UNKN
писал	пишу=VERB,impf,tran,masc,sing,past,indc
Д	д=UNKN
.	.=PNCT
Мусто	мусто=UNKN
.	.=PNCT

•	•=UNKN
Цинамилкокаин	цинамилкокаин=UNKN
;	;=PNCT

•	•=UNKN
Бензоилэкгонин	бензоилэкгонин=UNKN
;	;=PNCT

•	•=UNKN
Норэкгонин	норэкгонин=UNKN
;	;=PNCT

•	•=UNKN
Тропакокаин	тропакокаин=UNKN
;	;=PNCT

•	•=UNKN
Кускгигрин	кускгигрин=UNKN
;	;=PNCT

Крэк	крэк=UNKN

Фармакокинетика	фармакокинетика=NOUN,inan,femn,Sgtm,sing,nomn

•	•=UNKN
Разовая	разовый=ADJF,Qual,femn,sing,nomn
уличная	уличный=ADJF,Qual,femn,sing,nomn
доза	доза=NOUN,inan,femn,sing,nomn
—	—=UNKN
15	15=UNKN
—	—=UNKN
60	60=UNKN
мг	мг=UNKN
;	;=PNCT

•	•=UNKN
Токсическая	токсический=ADJF,femn,sing,nomn
доза	доза=NOUN,inan,femn,sing,nomn
—	—=UNKN
500	500=UNKN
мг	мг=UNKN
;	;=PNCT

•	•=UNKN
Интраназальный	интраназальный=UNKN
20	20=UNKN
—	—=UNKN
40	40=UNKN
%	%=UNKN
;	;=PNCT

•	•=UNKN
Бензоилэкгонин	бензоилэкгонин=UNKN
35	35=UNKN
—	—=UNKN
60	60=UNKN
%	%=UNKN
;	;=PNCT

•	•=UNKN
Метилэкгонин	метилэкгонин=UNKN
32	32=UNKN
—	—=UNKN
49	49=UNKN
%	%=UNKN
;	;=PNCT

•	•=UNKN
Экгонин	экгонин=UNKN
1	1=UNKN
—	—=UNKN
8	8=UNKN
%	%=UNKN
;	;=PNCT

•	•=UNKN
Тахикардия	тахикардия=NOUN,inan,femn,sing,nomn
;	;=PNCT

•	•=UNKN
Одышка	одышка=NOUN,inan,femn,sing,nomn
;	;=PNCT

•	•=UNKN
Тошнота	тошнота=NOUN,inan,femn,sing,nomn
;	;=PNCT

•	•=UNKN
Депрессия	депрессия=NOUN,inan,femn,sing,nomn
;	;=PNCT

—	—=UNKN
писал	пишу=VERB,impf,tran,masc,sing,past,indc
В	в=PREP
.	.=PNCT
К	к=PREP
.	.=PNCT
Анреп	анреп=UNKN
.	.=PNCT

•	•=UNKN
Интраназальный	интраназальный=UNKN
.	.=PNCT

•	•=UNKN
Пероральный	пероральный=UNKN
.	.=PNCT

•	•=UNKN
Сублингвальный	сублингвальный=UNKN
.	.=PNCT

•	•=UNKN
Депрессия	депрессия=NOUN,inan,femn,sing,nomn
;	;=PNCT

•	•=UNKN
Бессонница	бессонница=NOUN,inan,femn,sing,nomn
.	.=PNCT

Передозировка	передозировка=NOUN,inan,femn,sing,nomn

•	•=UNKN
аритмия	аритмия=NOUN,inan,femn,sing,nomn
;	;=PNCT

•	•=UNKN
злокачественная	злокачественный=ADJF,femn,sing,nomn
гипертермия	гипертермия=NOUN,inan,femn,sing,nomn
.	.=PNCT

•	•=UNKN
коагулопатия	коагулопатия=UNKN
;	;=PNCT

•	•=UNKN
Борьба	борьба=NOUN,inan,femn,Sgtm,sing,nomn
с	с=PREP
ишемией	ишемия=NOUN,inan,femn,sing,ablt
миокарда	миокард=NOUN,inan,masc,sing,gent
.	.=PNCT

•	•=UNKN
Польша	польша=NOUN,inan,femn,Sgtm,Geox,sing,nomn
—	—=UNKN
до	до=PREP
7,5	7,5=UNKN
лет	год=NOUN,inan,masc,plur,gent
.	.=PNCT

•	•=UNKN
Тонкослойная	тонкослойный=ADJF,femn,sing,nomn
хроматография	хроматография=NOUN,inan,femn,sing,nomn
.	.=PNCT

При	при=PREP
исследовании	исследование=NOUN,inan,neut,sing,loct
кокаина	кокаин=NOUN,inan,masc,sing,gent
экстракцию	экстракция=NOUN,inan,femn,sing,accs
осуществляют	осуществляю=VERB,impf,tran,plur,3per,pres,indc
в	в=PREP
хлороформе	хлороформ=NOUN,inan,masc,sing,loct
с	с=PREP
добавлением	добавление=NOUN,inan,neut,sing,ablt
аммиака	аммиак=NOUN,inan,masc,sing,gent
.	.=PNCT

•	•=UNKN
Газожидкостная	газожидкостный=ADJF,femn,sing,nomn
хроматография	хроматография=NOUN,inan,femn,sing,nomn
.	.=PNCT

•	•=UNKN
Хромато-масс-спектрометрия	хромато-масс-спектрометрия=UNKN
.	.=PNCT

•	•=UNKN
Инфракрасная	инфракрасный=ADJF,femn,sing,nomn
спектроскопия	спектроскопия=NOUN,inan,femn,sing,nomn
.	.=PNCT

•	•=UNKN
тонкослойная	тонкослойный=ADJF,femn,sing,nomn
хроматография	хроматография=NOUN,inan,femn,sing,nomn
.	.=PNCT

•	•=UNKN
газо-жидкостная	газо-жидкостная=UNKN
хроматография	хроматография=NOUN,inan,femn,sing,nomn
,	,=PNCT

•	•=UNKN
высокоэффективная	высокоэффективный=ADJF,femn,sing,nomn
жидкостная	жидкостный=ADJF,Qual,femn,sing,nomn
хроматография	хроматография=NOUN,inan,femn,sing,nomn
,	,=PNCT

•	•=UNKN
хромато-масс-спектрометрия	хромато-масс-спектрометрия=UNKN
.	.=PNCT

Музыка	музыка=NOUN,inan,femn,sing,nomn

Кокаину	кокаин=NOUN,inan,masc,sing,datv
принес	принёс=VERB,perf,tran,masc,sing,past,indc
?	?=PNCT
…	…=UNKN

Литература	литература=NOUN,inan,femn,sing,nomn

•	•=UNKN
The	The=UNKN
Matrix	Matrix=UNKN
Knowledge	Knowledge=UNKN
Group	Group=UNKN
The	The=UNKN
illicit	illicit=UNKN
drug	drug=UNKN
trade	trade=UNKN
in	in=UNKN
the	the=UNKN
United	United=UNKN
Kingdom	Kingdom=UNKN
.	.=PNCT
—	—=UNKN
2007	2007=UNKN
.	.=PNCT

Аматонг	аматонг=UNKN

-	-=PNCT
подчеркнул	подчеркнул=VERB,perf,tran,masc,sing,past,indc
президент	президент=NOUN,anim,masc,sing,nomn
.	.=PNCT

Жители	житель=NOUN,anim,masc,plur,nomn
Санкт-Петербурга	санкт-петербург=NOUN,inan,masc,Geox,sing,gent
просят	прошу=VERB,impf,tran,plur,3per,pres,indc
спасти	спасти=INFN,perf,tran
археологию	археология=NOUN,inan,femn,sing,accs
на	на=PREP
Охте	охте=UNKN

С	с=PREP
юбилеем	юбилей=NOUN,inan,masc,sing,ablt
,	,=PNCT
Д'Артаньян	д'артаньян=UNKN
!	!=PNCT

—	—=UNKN
сообщают	сообщаю=VERB,impf,tran,plur,3per,pres,indc
в	в=PREP
театре	театр=NOUN,inan,masc,sing,loct
.	.=PNCT

—	—=UNKN
подытожил	подытожил=VERB,perf,tran,masc,sing,past,indc
Кылыч	кылыч=UNKN
.	.=PNCT

—	—=UNKN
отметила	отметил=VERB,perf,tran,femn,sing,past,indc
она	она=NPRO,femn,3per,sing,nomn
.	.=PNCT

Изменяется	изменяюсь=VERB,impf,intr,sing,3per,pres,indc
также	также=CONJ
система	система=NOUN,inan,femn,sing,nomn
званий	звание=NOUN,inan,neut,plur,gent
в	в=PREP
СК	ск=UNKN
.	.=PNCT

В	в=PREP
1994	1994=UNKN
—	—=UNKN
1995	1995=UNKN
годах	год=NOUN,inan,masc,plur,loct
возглавлял	возглавляю=VERB,impf,tran,masc,sing,past,indc
Часпромбанк	часпромбанк=UNKN
,	,=PNCT
в	в=PREP
1996	1996=UNKN
—	—=UNKN
1997	1997=UNKN
годах	год=NOUN,inan,masc,plur,loct
был	есть=VERB,impf,intr,masc,sing,past,indc
советником	советник=NOUN,anim,masc,sing,ablt
руководства	руководство=NOUN,inan,neut,sing,gent
Промстройбанка	промстройбанк=NOUN,inan,masc,Orgn,sing,gent
.	.=PNCT

Cosmology	Cosmology=UNKN

"	"=PNCT
Ура	ура=INTJ
!	!=PNCT

Про	про=PREP
ДОБЫЧУ	добыча=NOUN,inan,femn,sing,accs
.	.=PNCT

Более	более=ADVB
подробную	подробный=ADJF,femn,sing,accs
информацию	информация=NOUN,inan,femn,sing,accs
можно	можно=PRED,pres
узнать	узнать=INFN,perf,tran
на	на=PREP
сайте	сайт=NOUN,inan,masc,sing,loct
.	.=PNCT

—	—=UNKN
отмечает	отмечаю=VERB,impf,tran,sing,3per,pres,indc
директор	директор=NOUN,anim,masc,sing,nomn
РАЭК	раэк=UNKN
Сергей	сергей=NOUN,anim,masc,Name,sing,nomn
Плуготаренко	плуготаренко=UNKN
.	.=PNCT

Найдётся	нашёлся=VERB,perf,intr,sing,3per,futr,indc
музыка	музыка=NOUN,inan,femn,sing,nomn

Просыпаюсь	просыпаюсь=VERB,impf,intr,sing,1per,pres,indc
с	с=PREP
воплем	вопль=NOUN,inan,masc,sing,ablt
.	.=PNCT

Не	не=PRCL
смотреть	смотреть=INFN,impf,tran

Ужос	ужос=UNKN
.	.=PNCT

Доб	доб=UNKN
.	.=PNCT

Много	много=ADVB,Prdx
фотографий	фотография=NOUN,inan,femn,plur,gent
.	.=PNCT

Музыка	музыка=NOUN,inan,femn,sing,nomn
.	.=PNCT

"	"=PNCT
Мы	мы=NPRO,1per,plur,nomn
-	-=PNCT
команда	команда=NOUN,inan,femn,sing,nomn
злая	злой=ADJF,Qual,femn,sing,nomn
банда	банда=NOUN,inan,femn,sing,nomn
атаманда	атаманда=UNKN
...	...=PNCT
"	"=PNCT
.	.=PNCT

—	—=UNKN
цитирует	цитирую=VERB,impf,tran,sing,3per,pres,indc
Хвана	хван=NOUN,inan,masc,sing,gent
Чжан	чжан=UNKN
Епа	епа=UNKN
Lenta.ru	Lenta.ru=UNKN
.	.=PNCT

Рецензию	рецензия=NOUN,inan,femn,sing,accs
на	на=PREP
оперу	опера=NOUN,inan,femn,sing,accs
Джея	джея=UNKN
Риза	риза=NOUN,inan,femn,sing,nomn
«	«=UNKN
Распутин	распутин=NOUN,anim,masc,Sgtm,Surn,sing,nomn
»	»=UNKN
читайте	читаю=VERB,impf,tran,plur,impr,excl
в	в=PREP
отделе	отдел=NOUN,inan,masc,sing,loct
«	«=UNKN
Культура	культура=NOUN,inan,femn,sing,nomn
»	»=UNKN
.	.=PNCT

Skype	Skype=UNKN
в	в=PREP
Facebook	Facebook=UNKN

Статья	статья=NOUN,inan,femn,sing,nomn
1	1=UNKN
.	.=PNCT

Д	д=UNKN
.	.=PNCT
Медведев	медведев=NOUN,anim,masc,Sgtm,Surn,sing,nomn

6	6=UNKN
февраля	февраль=NOUN,inan,masc,sing,gent
2012	2012=UNKN
г	г=UNKN
.	.=PNCT

N	N=UNKN
124	124=UNKN

Пбана	пбана=UNKN
вместо	вместо=PREP
Обама	обама=UNKN

совсем	совсем=ADVB
охренели	охренели=UNKN
...	...=PNCT

ORM	ORM=UNKN

Object	Object=UNKN
Relational	Relational=UNKN
Mapping	Mapping=UNKN
.	.=PNCT

Сейчас	сейчас=ADVB
эта	этот=ADJF,Apro,femn,sing,nomn
тема	тема=NOUN,inan,femn,sing,nomn
всплыла	всплыл=VERB,perf,intr,femn,sing,past,indc
снова	снова=ADVB
.	.=PNCT

BTW	BTW=UNKN
,	,=PNCT
интересная	интересный=ADJF,Qual,femn,sing,nomn
статья	статья=NOUN,inan,femn,sing,nomn
:	:=PNCT
http://blogs.tedneward.com/2006/06/26/The+Vietnam+Of+Computer+Science.aspx	http://blogs.tedneward.com/2006/06/26/The+Vietnam+Of+Computer+Science.aspx=UNKN

38	38=UNKN
встреч	встреча=NOUN,inan,femn,plur,gent
.	.=PNCT

10	10=UNKN
календариков	календарик=NOUN,inan,masc,plur,gent
.	.=PNCT

мдя	мдя=UNKN
.	.=PNCT

не	не=PRCL
поехали	поехал=VERB,perf,intr,plur,past,indc
в	в=PREP
Ино	ино=UNKN
.	.=PNCT

Revolution	Revolution=UNKN
number	number=UNKN
nine	nine=UNKN

ППП	ппп=UNKN
?	?=PNCT

Можно	можно=PRED,pres
смотреть	смотреть=INFN,impf,tran
на	на=PREP
сайте	сайт=NOUN,inan,masc,sing,loct
,	,=PNCT
можно	можно=PRED,pres
скачать	скачать=INFN,perf,tran
в	в=PREP
формате	формат=NOUN,inan,masc,sing,loct
pdf	pdf=UNKN
.	.=PNCT

Если	если=CONJ
понравилось	понравился=VERB,perf,intr,neut,sing,past,indc
-	-=PNCT
тыкайте	тыкаю=VERB,impf,tran,plur,impr,excl,Infr
кнопу	кноп=NOUN,inan,masc,sing,datv
:	:=PNCT

Более	более=ADVB
300	300=UNKN
самолётов	самолёт=NOUN,inan,masc,plur,gent

serialization	serialization=UNKN

Кучкуется	кучкуюсь=VERB,impf,intr,sing,3per,pres,indc
информация	информация=NOUN,inan,femn,sing,nomn
.	.=PNCT

Даааа	даааа=UNKN
...	...=PNCT

http://lenta.ru/news/2010/03/30/namely/	http://lenta.ru/news/2010/03/30/namely/=UNKN

Началось	начался=VERB,perf,intr,neut,sing,past,indc
:)	:)=PNCT

http://coding-and-more.blogspot.com/2011/06/its-official-developers-get-better-with.html	http://coding-and-more.blogspot.com/2011/06/its-official-developers-get-better-with.html=UNKN

PR	PR=UNKN

Потрясающе	потрясающе=ADVB
!	!=PNCT

~)	~)=UNKN

Деннис	деннис=NOUN,anim,masc,Name,sing,nomn
Блэр	блэр=NOUN,anim,masc,Sgtm,Surn,sing,nomn
выступил	выступил=VERB,perf,intr,masc,sing,past,indc
на	на=PREP
слушаниях	слушание=NOUN,inan,neut,plur,loct
в	в=PREP
конгрессе	конгресс=NOUN,inan,masc,sing,loct
.	.=PNCT

—	—=UNKN
продолжил	продолжил=VERB,perf,tran,masc,sing,past,indc
он	он=NPRO,masc,3per,sing,nomn
.	.=PNCT

—	—=UNKN
сказал	сказал=VERB,perf,tran,masc,sing,past,indc
он	он=NPRO,masc,3per,sing,nomn
.	.=PNCT

Си-Эн-Эн	си-эн-эн=UNKN
запрещено	запрещён=PRTS,perf,past,pssv,neut,sing
работать	работать=INFN,impf,intr
в	в=PREP
Иране	иран=NOUN,inan,masc,Geox,sing,loct

Далее	далее=ADVB
он	он=NPRO,masc,3per,sing,nomn
добавил	добавил=VERB,perf,tran,masc,sing,past,indc
:	:=PNCT

Предположительная	предположительный=ADJF,femn,sing,nomn
дата	дата=NOUN,inan,femn,sing,nomn
старта	старт=NOUN,inan,masc,sing,gent
—	—=UNKN
не	не=PRCL
ранее	ранее=ADVB
чем	чем=CONJ
3	3=UNKN
сентября	сентябрь=NOUN,inan,masc,sing,gent
.	.=PNCT

сказал	сказал=VERB,perf,tran,masc,sing,past,indc
менеджер	менеджер=NOUN,anim,masc,sing,nomn
Уэйн	уэйн=UNKN
Хэйл	хэйл=UNKN
(	(=PNCT
Wayne	Wayne=UNKN
Hale	Hale=UNKN
)	)=PNCT
.	.=PNCT

—	—=UNKN
сказал	сказал=VERB,perf,tran,masc,sing,past,indc
он	он=NPRO,masc,3per,sing,nomn
.	.=PNCT

Вампир	вампир=NOUN,anim,masc,sing,nomn

I	I=UNKN
.	.=PNCT

—	—=UNKN
Синяя	синий=ADJF,Qual,femn,sing,nomn
борода	борода=NOUN,inan,femn,sing,nomn
!	!=PNCT

Чахотка	чахотка=NOUN,inan,femn,sing,nomn
,	,=PNCT
например	например=CONJ,Prnt
?	?=PNCT

Выписывали	выписываю=VERB,impf,tran,plur,past,indc
знаменитостей	знаменитость=NOUN,inan,femn,plur,gent
.	.=PNCT

II	II=UNKN
.	.=PNCT

В	в=PREP
одиночестве	одиночество=NOUN,inan,neut,sing,loct
я	я=NPRO,1per,sing,nomn
гибну	гибну=VERB,impf,intr,sing,1per,pres,indc
.	.=PNCT

Почему	почему=ADVB,Ques
?	?=PNCT

Заболела	заболел=VERB,perf,intr,femn,sing,past,indc
!	!=PNCT

Стала	стал=VERB,perf,intr,femn,sing,past,indc
худеть	худеть=INFN,impf,intr
,	,=PNCT
бледнеть	бледнеть=INFN,impf,intr
.	.=PNCT

Боклевский	боклевский=UNKN
был	есть=VERB,impf,intr,masc,sing,past,indc
вампиром	вампир=NOUN,anim,masc,sing,ablt
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
2	2=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
3	3=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
4	4=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
5	5=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
6	6=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
7	7=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
8	8=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
9	9=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
10	10=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
11	11=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
12	12=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
13	13=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
14	14=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
15	15=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
16	16=UNKN
.	.=PNCT

Д	д=UNKN
.	.=PNCT
МЕДВЕДЕВ	медведев=NOUN,anim,masc,Sgtm,Surn,sing,nomn

Статья	статья=NOUN,inan,femn,sing,nomn
17	17=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
18	18=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
19	19=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
20	20=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
21	21=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
22	22=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
23	23=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
24	24=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
25	25=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
26	26=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
27	27=UNKN
.	.=PNCT

Эмансипация	эмансипация=NOUN,inan,femn,sing,nomn

Статья	статья=NOUN,inan,femn,sing,nomn
28	28=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
29	29=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
30	30=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
31	31=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
32	32=UNKN
.	.=PNCT

Опека	опека=NOUN,inan,femn,sing,nomn

Статья	статья=NOUN,inan,femn,sing,nomn
33	33=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
34	34=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
35	35=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
36	36=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
37	37=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
38	38=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
39	39=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
40	40=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
41	41=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
42	42=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
43	43=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
44	44=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
45	45=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
46	46=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
47	47=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
25	25=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
26	26=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
28	28=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
29	29=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
30	30=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
31	31=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
32	32=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
33	33=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
34	34=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
35	35=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
36	36=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
37	37=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
38	38=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
39	39=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
44	44=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
45	45=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
46	46=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
47	47=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
48	48=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
49	49=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
50	50=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
51	51=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
52	52=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
53	53=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
54	54=UNKN
.	.=PNCT

Статья	статья=NOUN,inan,femn,sing,nomn
